"","endtime","up_down","end_fitness","status","B_V","C_V","p_val","mu_M","alpha_1","R_Modifier"
"246",0,"0",0,"Fail",46,0.1,0.001,1,1,1
"247",0,"0",0,"Fail",47,0.1,0.001,1,1,1
"248",0,"0",0,"Fail",48,0.1,0.001,1,1,1
"249",0,"0",0,"Fail",49,0.1,0.001,1,1,1
"250",0,"0",0,"Fail",50,0.1,0.001,1,1,1
"251",0,"0",0,"Fail",51,0.1,0.001,1,1,1
"252",0,"0",0,"Fail",52,0.1,0.001,1,1,1
"253",0,"0",0,"Fail",53,0.1,0.001,1,1,1
"254",0,"0",0,"Fail",54,0.1,0.001,1,1,1
"255",0,"0",0,"Fail",55,0.1,0.001,1,1,1
"256",0,"0",0,"Fail",56,0.1,0.001,1,1,1
"257",0,"0",0,"Fail",57,0.1,0.001,1,1,1
"258",0,"0",0,"Fail",58,0.1,0.001,1,1,1
"259",0,"0",0,"Fail",59,0.1,0.001,1,1,1
"260",0,"0",0,"Fail",60,0.1,0.001,1,1,1
"261",0,"0",0,"Fail",61,0.1,0.001,1,1,1
"262",0,"0",0,"Fail",62,0.1,0.001,1,1,1
"263",0,"0",0,"Fail",63,0.1,0.001,1,1,1
"264",0,"0",0,"Fail",64,0.1,0.001,1,1,1
"265",0,"0",0,"Fail",65,0.1,0.001,1,1,1
"266",0,"0",0,"Fail",66,0.1,0.001,1,1,1
"267",0,"0",0,"Fail",67,0.1,0.001,1,1,1
"268",0,"0",0,"Fail",68,0.1,0.001,1,1,1
"269",0,"0",0,"Fail",69,0.1,0.001,1,1,1
"270",0,"0",0,"Fail",70,0.1,0.001,1,1,1
"271",0,"0",0,"Fail",71,0.1,0.001,1,1,1
"272",0,"0",0,"Fail",72,0.1,0.001,1,1,1
"273",0,"0",0,"Fail",73,0.1,0.001,1,1,1
"274",0,"0",0,"Fail",74,0.1,0.001,1,1,1
"275",0,"0",0,"Fail",75,0.1,0.001,1,1,1
"276",0,"0",0,"Fail",76,0.1,0.001,1,1,1
"277",0,"0",0,"Fail",77,0.1,0.001,1,1,1
"278",0,"0",0,"Fail",78,0.1,0.001,1,1,1
"279",0,"0",0,"Fail",79,0.1,0.001,1,1,1
"280",0,"0",0,"Fail",80,0.1,0.001,1,1,1
"281",0,"0",0,"Fail",81,0.1,0.001,1,1,1
"282",0,"0",0,"Fail",82,0.1,0.001,1,1,1
"283",0,"0",0,"Fail",83,0.1,0.001,1,1,1
"284",0,"0",0,"Fail",84,0.1,0.001,1,1,1
"285",0,"0",0,"Fail",85,0.1,0.001,1,1,1
"286",0,"0",0,"Fail",86,0.1,0.001,1,1,1
"287",0,"0",0,"Fail",87,0.1,0.001,1,1,1
"288",0,"0",0,"Fail",88,0.1,0.001,1,1,1
"289",0,"0",0,"Fail",89,0.1,0.001,1,1,1
"290",0,"0",0,"Fail",90,0.1,0.001,1,1,1
"291",0,"0",0,"Fail",91,0.1,0.001,1,1,1
"292",0,"0",0,"Fail",92,0.1,0.001,1,1,1
"293",0,"0",0,"Fail",93,0.1,0.001,1,1,1
"294",0,"0",0,"Fail",94,0.1,0.001,1,1,1
"295",0,"0",0,"Fail",95,0.1,0.001,1,1,1
"296",0,"0",0,"Fail",96,0.1,0.001,1,1,1
"297",0,"0",0,"Fail",97,0.1,0.001,1,1,1
"298",0,"0",0,"Fail",98,0.1,0.001,1,1,1
"299",0,"0",0,"Fail",99,0.1,0.001,1,1,1
"300",0,"0",0,"Fail",100,0.1,0.001,1,1,1
"301",0,"0",0,"Fail",1,0.1,0.01,1,1,1
